,nearest_tumour_dist,tumour_count_r150,tumour_frac_knn_20,PDCD1,LAG3,HAVCR2,CTLA4,CD47,THBS1,target,patients,treatment_clean
SMI_T10_F021_c5689,163.73090239780637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1124,603.7169721815017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2452,647.6620474444983,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c2817,220.9395231731981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2977,542.0992002392181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3091,82.1701892415977,2.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c3200,72.22280664720795,5.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4458,113.52891173617404,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5860,70.60801654203316,6.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c6027,88.76546231502425,7.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6736,138.41299051750886,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6779,135.67173213311605,2.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6890,155.20590227178852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7292,297.4848851622549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7429,256.01003456896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7821,156.8271009742895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8737,439.9708405110505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1644,179.35543451203307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6082,120.10618718450769,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3387,222.8077745501713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4949,413.4818589732808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8586,50.855522807262645,5.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1837,120.04551803378575,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c296,489.8657438778508,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7193,75.39897214153508,3.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c6935,126.19145533672224,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3434,232.5255136538786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c473,384.7877317755854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c4978,108.53436736812915,5.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c701,200.98070180990024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8551,138.54626700131615,1.0,0.1,0.0,0.0,1.0,0.0,2.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c1398,156.145865446383,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3739,79.18951950858171,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6988,72.89409852656114,6.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7084,131.19620459449277,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c5942,233.34123370934682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6782,470.39795003805034,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c7948,388.83412015922676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c1164,360.39648846790953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3055,345.6959937575208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c3651,438.297820779433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4648,235.8832783390973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c6182,134.71299441405054,3.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC6,Treated
SMI_T10_F021_c7766,178.29029278118304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c2424,222.90131708000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c4020,47.8121482993602,6.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c7471,182.6991037197497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8125,164.52153202544642,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F021_c8246,262.2912665339811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC6,Treated
SMI_T10_F021_c8299,288.3855899659347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC6,Treated
SMI_T10_F022_c1899,30.11222343168961,18.0,0.95,1.0,0.0,0.0,2.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c2399,16.026893023914365,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c3450,33.21228236661862,18.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,Active,HGSC8,Treated
SMI_T10_F022_c4848,13.917680446108774,23.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c5113,74.31989504836463,6.0,0.85,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c559,38.319088141551795,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c1734,60.31088873495389,16.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c2764,30.527287793054818,7.0,0.65,0.0,0.0,3.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c4352,70.00398417233117,4.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c1785,3.0471133881099,20.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c1927,24.629746243110077,19.0,0.95,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c4946,137.80171551907463,2.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c578,53.62781484453759,9.0,0.55,1.0,0.0,1.0,1.0,2.0,3.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c2222,52.3314704551668,22.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c3328,27.075162049376573,22.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c4895,44.771776824244945,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c628,54.550548200728265,12.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c694,100.44151980132527,3.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c660,87.31780116333692,2.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c707,77.88904159122791,3.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c142,97.57260117471512,2.0,0.35,0.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c4096,23.88892002581958,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c4064,30.794001039163454,18.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c2292,48.28941498920868,18.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c2879,50.5589497517502,9.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c2395,14.392067259431412,22.0,0.95,0.0,0.0,0.0,2.0,1.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c3900,30.970169518425333,20.0,0.95,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC8,Treated
SMI_T10_F022_c2584,64.88099952990854,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c912,75.20066489067753,2.0,0.3,0.0,0.0,0.0,4.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F022_c4725,23.108269082733077,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC8,Treated
SMI_T10_F022_c4214,13.376206487640577,17.0,0.95,1.0,0.0,1.0,1.0,0.0,0.0,Exhausted,HGSC8,Treated
SMI_T10_F023_c1151,43.13921881536575,16.0,0.8,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC9,Treated
SMI_T10_F023_c403,16.710916342319486,18.0,0.8,1.0,2.0,1.0,0.0,0.0,0.0,Exhausted,HGSC9,Treated
SMI_T10_F023_c424,40.74091463136281,23.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC9,Treated
SMI_T10_F023_c479,17.82970555000824,18.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC9,Treated
SMI_T10_F023_c855,14.82766741601654,10.0,0.45,1.0,0.0,0.0,2.0,1.0,0.0,Exhausted,HGSC9,Treated
SMI_T10_F023_c1067,77.86194256503039,6.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC9,Treated
SMI_T10_F023_c726,31.049974637670797,11.0,0.55,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC9,Treated
SMI_T10_F023_c552,22.04065845205164,13.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC9,Treated
SMI_T10_F023_c831,42.59021508515752,7.0,0.35,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC9,Treated
SMI_T10_F023_c695,54.43624297285763,7.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC9,Treated
SMI_T10_F024_c4506,65.49260721638743,14.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c2515,268.16783569250066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC3,Treated
SMI_T10_F024_c4327,25.855614477323815,8.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c5116,123.93458652047055,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c6059,31.043261748728092,27.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c1712,75.05844989073498,4.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c5694,62.72208622168108,12.0,0.35,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c998,44.55404386809375,16.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c5067,30.29497978213543,21.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c4554,49.153731547055564,4.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c1188,139.20686277623008,3.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c994,14.940660360238533,13.0,0.7,1.0,0.0,0.0,0.0,2.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c1105,20.34768952485755,28.0,0.9,0.0,0.0,0.0,1.0,1.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c815,26.263134333128953,17.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c1198,63.14633164325524,16.0,0.85,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c1186,117.0798928467224,3.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c1271,204.5519366542393,0.0,0.2,2.0,0.0,0.0,0.0,1.0,1.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c1085,39.391142722698355,18.0,0.95,0.0,0.0,1.0,1.0,0.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c2732,44.19019121931933,10.0,0.55,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c3866,86.57766744374659,4.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC3,Treated
SMI_T10_F024_c2635,63.928416999015724,10.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T10_F024_c4119,205.86064436895154,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC3,Treated
SMI_T11_F001_c1546,29.510792940888834,6.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC16,Untreated
SMI_T11_F001_c2767,279.8003618653844,0.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC16,Untreated
SMI_T11_F001_c3019,56.05044156828799,5.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC16,Untreated
SMI_T11_F002_c2359,517.9373176360245,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2758,744.2301201241454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC28,Untreated
SMI_T11_F002_c337,409.09514312565483,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3784,256.89287417131703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3825,400.05609419180246,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1104,615.6691511680604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c1117,591.0332986389175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1519,320.2887422311313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2379,1192.089668659619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3450,599.1599295680578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3965,271.9421271153111,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c4246,1119.8059618076695,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1684,219.0899016385734,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c177,545.8122828638067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2150,37.760583946755816,10.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3388,423.0746140946772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3463,396.7982600768303,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3888,205.48515274831894,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c4046,356.1077322945964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c4273,483.6739986809297,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1336,337.37541018870945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2009,302.9601995312252,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3974,773.0264451491938,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c1723,255.6659277260072,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2115,60.331057507721525,7.0,0.55,1.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2440,442.5022146837232,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3858,689.4572916432169,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c663,384.1423371616306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1953,92.06683333318252,3.0,0.2,2.0,0.0,0.0,0.0,0.0,2.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2241,1030.2202262137935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2653,209.8892510349209,0.0,0.05,1.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2791,1034.0643509956233,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3624,1071.6229262198528,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3761,104.68410390293265,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c4459,524.678211192346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c1400,623.0193230550718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c156,417.1679509993548,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c945,580.395420037064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c1164,256.32031523076745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c1242,717.760364049172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3334,439.54552949609206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3482,790.4082312324434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC28,Untreated
SMI_T11_F002_c3752,761.8407838912274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3972,1216.8745202875273,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c4051,639.1260723832193,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c4169,523.3033052637827,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c4216,855.3814063474844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1192,609.693657503504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3187,887.5019867724242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2626,988.444896048839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC28,Untreated
SMI_T11_F002_c3249,751.5507371428758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c4384,439.40963587522754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c615,241.57128461180974,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c93,296.5661553665386,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3674,101.63603057361105,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c585,325.578909060461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3091,637.4713765898513,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3733,121.4184781504034,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1473,994.4566140360273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2083,262.61643608121733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2136,373.84490687984504,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2971,895.6961370911454,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1637,970.4939188372074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3542,232.49845160774737,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1183,600.9620731202592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c730,530.4121021432298,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1298,1247.909302153005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2585,100.11588934829471,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c4468,810.0198877805409,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1681,221.0006735283853,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2699,564.8368554724454,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1498,624.1787165620117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c1601,91.2480421707774,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c134,506.8889091568688,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c1434,507.8026062054034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c1677,805.9093970168111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2088,815.914983132434,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c2147,251.15510048573555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2220,430.0116646092288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c2251,499.632048311555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c315,147.64818022921872,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3639,1155.082513556932,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c3850,142.4808548542575,2.0,0.25,0.0,1.0,1.0,3.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c442,446.60368481350446,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC28,Untreated
SMI_T11_F002_c508,648.8534688201953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
SMI_T11_F002_c3604,284.77310077498544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC28,Untreated
