,nearest_tumour_dist,tumour_count_r150,tumour_frac_knn_20,PDCD1,LAG3,HAVCR2,CTLA4,CD47,THBS1,target,patients,treatment_clean
SMI_T14_F004_c422,159.9874968270959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC102,Untreated
SMI_T14_F004_c2160,217.42652023154844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC102,Untreated
SMI_T14_F004_c282,131.61908487753604,3.0,0.05,0.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c550,16.417047359376237,17.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c2873,21.705973832104274,27.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c2741,18.536615117113502,20.0,0.65,0.0,1.0,0.0,0.0,0.0,2.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c3410,124.93282995273901,3.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c1093,30.477267413598575,12.0,0.5,1.0,1.0,0.0,0.0,0.0,1.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c1287,330.230227138583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c1153,811.3340328126262,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c1397,498.5642301138339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c3987,73.234320506167,9.0,0.5,0.0,2.0,0.0,0.0,0.0,2.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c903,197.83008650101743,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c2141,223.5345103110479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c2699,31.216662217476284,18.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c1473,569.2805908556873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC102,Untreated
SMI_T14_F004_c2688,86.29727515976373,8.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c4082,109.13912794685508,3.0,0.15,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC102,Untreated
SMI_T14_F004_c4379,75.63524707436338,10.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c1180,27.00382730281015,22.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c448,55.56218357840169,11.0,0.4,0.0,0.0,0.0,0.0,0.0,6.0,Active,HGSC102,Untreated
SMI_T14_F004_c461,867.6672614689343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC102,Untreated
SMI_T14_F004_c918,704.1784845477742,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c1809,145.32232863534782,2.0,0.1,0.0,0.0,0.0,0.0,1.0,2.0,Active,HGSC102,Untreated
SMI_T14_F004_c51,620.8188863106533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c1846,361.67007465368243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c2004,60.89718876926923,11.0,0.4,0.0,1.0,0.0,1.0,1.0,1.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c2353,128.8737106628034,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c426,893.9247531330586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c78,691.8312276988441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c1829,335.0543926722943,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c1883,326.2380275197851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c2199,95.55638021607939,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c2502,335.508732077125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC102,Untreated
SMI_T14_F004_c415,390.6676048113028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c1974,221.17476460934705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c776,513.1277556320649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC102,Untreated
SMI_T14_F004_c525,30.84304441847449,19.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F004_c756,753.4572658087517,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Active,HGSC102,Untreated
SMI_T14_F004_c3283,135.34756185465616,2.0,0.15,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC102,Untreated
SMI_T14_F005_c7877,40.58333155373021,29.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC102,Untreated
SMI_T14_F006_c133,38.10663459294209,6.0,0.95,1.0,0.0,0.0,0.0,0.0,1.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1420,86.93784043786651,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1547,600.6942799794251,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c2493,272.74096868640754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c998,103.01092994920518,3.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1371,33.55566718156538,14.0,0.9,0.0,1.0,0.0,0.0,3.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1399,176.6069336124715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c144,466.91670563388493,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c60,201.37562549844498,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c2873,32.46029112623589,8.0,0.85,0.0,3.0,1.0,0.0,1.0,1.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c3073,22.351190124912826,9.0,0.8,1.0,1.0,2.0,3.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c497,97.28104820570131,6.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c648,159.25196090786443,0.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c859,86.2228352352206,3.0,0.15,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1012,95.76889050730391,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c3390,75.95556859111763,9.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1065,97.44794405219655,4.0,0.3,0.0,0.0,1.0,0.0,1.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1149,1143.197652307334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC59,Treated
SMI_T14_F006_c372,408.6502448512664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c74,408.94224447578154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c237,27.95227568553255,7.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c2619,128.98826807116993,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c596,402.52974045280183,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1655,480.8357883935013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c2017,45.52566748549656,10.0,0.9,0.0,2.0,0.0,0.0,2.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c286,258.73796473266145,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c318,78.2543708938999,6.0,0.95,0.0,4.0,2.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c3709,35.799124290965715,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c2460,180.4483892973279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1168,168.69585916672645,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c459,100.36065621547135,5.0,0.9,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c930,101.40003604042728,1.0,0.15,0.0,8.0,0.0,0.0,2.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c619,198.37485304594426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c2476,272.07876525006503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c491,370.299722798978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Active,HGSC59,Treated
SMI_T14_F006_c1264,42.806617479076046,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c2547,84.61859665581781,2.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c301,50.650770467980394,12.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c581,117.87081196801854,4.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c2632,163.96739005058285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c674,42.10219639163712,13.0,0.85,0.0,0.0,0.0,3.0,0.0,1.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c3588,59.235546760370276,11.0,0.55,2.0,1.0,1.0,0.0,1.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1630,191.03881333383535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1130,61.60586416892479,8.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c21,228.90335250906668,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c2328,43.73231528286585,12.0,0.95,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c763,595.7947368481869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1225,1146.495598744714,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c311,410.08971212894375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c917,852.6315820528816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c869,959.6824188704302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC59,Treated
SMI_T14_F006_c577,271.70770362652587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1105,99.03915639786094,3.0,0.15,1.0,1.0,0.0,0.0,2.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c2315,568.9558563799127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c3543,59.452927598226864,5.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c2350,348.46441209971493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1127,221.88144201126886,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c2774,210.50928309459428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1291,190.55257358534928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c2617,210.45555350239636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c342,141.02305498392803,1.0,0.15,0.0,0.0,0.0,0.0,2.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c644,305.71933699064584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1508,523.5374512869159,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c603,864.8714135205302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1439,844.9723966976673,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c178,807.8957669860636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1772,991.1037973537381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c2913,48.21122379695418,8.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1565,1013.083358862932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c492,238.4695885621476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F006_c1200,187.23985286257846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC59,Treated
SMI_T14_F006_c1716,830.236474595642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC59,Treated
SMI_T14_F007_c2853,25.50352524652225,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c2904,17.9586775682399,36.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c4076,60.96318971313776,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c4461,56.68991091896341,12.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c6105,60.57210991867456,12.0,0.6,2.0,3.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c115,129.603874251505,2.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c221,36.14545765224162,9.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c2561,29.50365401098642,30.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c3283,71.27647845537822,14.0,0.25,0.0,2.0,2.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c375,60.39009045364955,13.0,0.65,0.0,0.0,0.0,0.0,2.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c3987,52.65944359751661,3.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c4085,48.152158040943604,15.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c4111,44.88073640215812,19.0,0.85,0.0,0.0,0.0,2.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4626,20.685671876929785,16.0,0.8,1.0,1.0,0.0,1.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4670,263.2544461163002,0.0,0.05,2.0,0.0,3.0,1.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4751,28.950388598428173,15.0,0.75,4.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5051,96.28396803206628,5.0,0.55,4.0,2.0,0.0,3.0,2.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5209,81.68595105646983,8.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c523,48.355305810221175,18.0,0.6,0.0,0.0,0.0,3.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c6146,40.890004891171124,3.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c6162,64.75564399340031,24.0,0.85,0.0,1.0,0.0,2.0,1.0,3.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3049,2.919654260353293,31.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3059,30.855513688804624,30.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3156,24.34739000385915,12.0,0.65,0.0,0.0,1.0,0.0,2.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3248,48.55612876867366,30.0,0.75,0.0,0.0,0.0,0.0,3.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c5207,627.9944490200528,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5388,31.15402060729889,12.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c5500,55.792594490666964,13.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c5552,23.05335116637065,16.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c5757,104.50457071343801,3.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC64,Treated
SMI_T14_F007_c779,42.10030047398704,9.0,0.45,2.0,0.0,2.0,4.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c2608,51.28294063331395,23.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5386,41.42316863785288,14.0,0.65,2.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4272,32.37492857134994,22.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c6288,42.987486551320856,8.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c1933,47.65589096848351,20.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c2366,42.38707398488365,12.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c1638,63.06530523195787,21.0,0.45,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c2935,22.127098770512195,27.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4216,111.96812464268567,6.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c3120,22.84599354372655,27.0,0.75,0.0,0.0,0.0,0.0,2.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c4247,48.51090340325574,13.0,0.85,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4254,87.52123970151486,7.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c156,30.631389129453293,10.0,0.5,1.0,1.0,1.0,0.0,2.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c1722,17.799120455798054,17.0,0.7,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5346,10.694994156146116,18.0,0.7,0.0,1.0,0.0,0.0,2.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c566,47.10111367048566,12.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c6273,110.76623673304063,1.0,0.1,0.0,2.0,1.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c2705,60.511903787601774,14.0,0.65,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c2351,72.31333672981775,13.0,0.5,1.0,2.0,1.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c1650,60.630813461473814,17.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c1960,43.658725634172995,12.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c6396,24.978458719464864,13.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c2896,71.72190530096049,8.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c3462,61.05956845573015,17.0,0.4,0.0,0.0,1.0,0.0,4.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3673,126.9410434020456,2.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4462,68.9363837171636,12.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5252,40.32422533663855,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c3343,89.76890831462734,13.0,0.55,1.0,1.0,0.0,1.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5664,38.54612302164781,20.0,0.65,0.0,0.0,0.0,0.0,0.0,1.0,Active,HGSC64,Treated
SMI_T14_F007_c4300,11.186867300544822,27.0,0.85,4.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4587,70.93038334169653,13.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5092,143.04696990848828,1.0,0.05,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c1788,82.51588289535533,13.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4683,57.22755280457123,10.0,0.5,2.0,1.0,1.0,0.0,0.0,2.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3407,15.726951389255548,5.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c1615,38.45402142819397,26.0,0.55,1.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3385,116.53012357326313,6.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c3604,85.80518457529236,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c369,66.80019593534139,16.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c4016,223.6468280570953,0.0,0.05,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5647,15.948156633291559,12.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5758,181.53482778794822,0.0,0.1,0.0,0.0,0.0,2.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5888,45.37445316474901,14.0,0.85,2.0,0.0,0.0,0.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c1620,23.165234727928066,23.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c4058,49.64117343496243,11.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c262,51.2141307550956,12.0,0.55,0.0,0.0,1.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5690,787.1452042031381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c2115,42.0419007182119,7.0,0.65,0.0,1.0,0.0,0.0,1.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c5227,43.81712222408034,13.0,0.6,0.0,0.0,0.0,1.0,2.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c2058,47.969452665212046,25.0,0.9,0.0,2.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c1910,40.5857364107148,16.0,0.85,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c6291,38.31681745656853,14.0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,Active,HGSC64,Treated
SMI_T14_F007_c1680,92.78128695485961,9.0,0.35,0.0,1.0,0.0,0.0,2.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F007_c127,115.5537079841663,3.0,0.35,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC64,Treated
SMI_T14_F009_c1053,761.0999787150173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC92,Treated
SMI_T14_F009_c2052,1286.7357444712566,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,Exhausted,HGSC92,Treated
SMI_T14_F009_c2377,448.48815837210236,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Exhausted,HGSC92,Treated
SMI_T14_F009_c2483,597.381080718162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Exhausted,HGSC92,Treated
SMI_T14_F009_c2564,651.8714219844277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Active,HGSC92,Treated
